EmployeeId,FirstName,LastName,PositionId,PositionTitle,DepartmentId,BirthDate,HireDate,Salary,Gender,ManagementRole,DepartmentDescription,PayType
192,Brittany,Malik,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
193,Jeannette,Eldridge,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
194,Terry,Anderson,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
195,Loni,Sosa,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,F,Store Full Time Staf,Store Permanent Stockers,Monthly
196,Marie,Mann,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4800,M,Store Full Time Staf,Store Permanent Stockers,Monthly
197,Michael,Prater,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,3700,F,Store Full Time Staf,Store Permanent Stockers,Monthly
198,Karen,Ansaldo,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,6500,F,Store Full Time Staf,Store Permanent Stockers,Monthly
199,Lance,Caijem,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,5200,M,Store Full Time Staf,Store Permanent Stockers,Monthly
200,Pamela,Yates,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4650,F,Store Full Time Staf,Store Permanent Stockers,Monthly
201,Iwona,Turner,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4550,F,Store Full Time Staf,Store Permanent Stockers,Monthly
202,Mary,Fulcher,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,F,Store Full Time Staf,Store Permanent Stockers,Monthly
203,Raymond,Berg,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4700,M,Store Full Time Staf,Store Permanent Stockers,Monthly
204,Ramona,Lopez,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4500,M,Store Full Time Staf,Store Permanent Stockers,Monthly
205,Helen,Valdivia,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,M,Store Full Time Staf,Store Permanent Stockers,Monthly
206,Beverly,Cardoza,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4600,F,Store Full Time Staf,Store Permanent Stockers,Monthly
207,Mary,Hall,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
208,Rachel,Minarick,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
209,Dorine,Los Olmos,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
210,Dave,Garner,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
211,Lois,Leong,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
212,Larasa,Tate,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
213,David,Watson,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
214,James,Frank,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
215,Alfredo,Wood,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
216,Dorothy,Baird,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
217,George,Jans,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
218,Bernadine,Garrison,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
219,Sam,Zeller,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
220,Dorothy,Ace,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
221,Adria,Trujillo,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
222,Bunny,McCown,12,Store Assistant Manager,11,19720512 00:00:00,19930501 00:00:00,8000,F,Store Management,Store Management,Monthly
223,Nancy,Miller,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6500,F,Store Full Time Staf,Store Permanent Checkers,Monthly
224,Wanda,Hollar,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
225,Barbara,Wallin,12,Store Assistant Manager,11,19321224 00:00:00,19970101 00:00:00,13000,M,Store Management,Store Management,Monthly
226,Michael,Bruha,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,8900,F,Store Management,Store Management,Monthly
227,Michael,Suggs,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,8200,F,Store Management,Store Management,Monthly
228,Kenneth,Turner,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,7000,F,Store Management,Store Management,Monthly
229,Lois,Griffin,19,Store Permanent Butcher,19,19601210 00:00:00,19970101 00:00:00,8500,F,Store Full Time Staf,Store Permanent Butchers,Monthly
230,Robert,Guardamondo,19,Store Permanent Butcher,19,19601210 00:00:00,19970101 00:00:00,8500,M,Store Full Time Staf,Store Permanent Butchers,Monthly
231,Bryan,West,14,Store Information Systems,14,19420601 00:00:00,19970101 00:00:00,9000,F,Store Full Time Staf,Store Information Systems,Monthly
232,Vicki,Welsh,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,F,Store Full Time Staf,Store Permanent Checkers,Monthly
233,Harvey,McCollum,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,M,Store Full Time Staf,Store Permanent Checkers,Monthly
234,Mary,Cramer,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,M,Store Full Time Staf,Store Permanent Checkers,Monthly
235,Linda,Fike,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,M,Store Full Time Staf,Store Permanent Checkers,Monthly
236,Sam,Adair,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,M,Store Full Time Staf,Store Permanent Checkers,Monthly
237,Jerry,Kolosso,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,M,Store Full Time Staf,Store Permanent Checkers,Monthly
238,Todd,Carpenter,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,F,Store Full Time Staf,Store Permanent Checkers,Monthly
239,Lisa,Watkins,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,M,Store Full Time Staf,Store Permanent Checkers,Monthly
240,Kevin,Barrera,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,M,Store Full Time Staf,Store Permanent Checkers,Monthly
241,Maria,Price,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,M,Store Full Time Staf,Store Permanent Checkers,Monthly
242,Flossie,Rosemont,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,M,Store Full Time Staf,Store Permanent Checkers,Monthly
243,Betty,McMenama,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,M,Store Full Time Staf,Store Permanent Checkers,Monthly
244,Max,Lyons,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
245,Christine,Sandy Kurtz,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
246,Rita,Santry,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
247,Catherine,Quigle,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
248,Patricia,Christensen,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
249,Anne,Mercurio,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
250,Louis,McGrath,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
251,Rachael,Wright,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
252,Richard,Skuce,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
253,George,Coleman,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
254,Lois,Barnes,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
255,Jacky,Camille,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
256,Michelle,Allenbach,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
257,Franklin,Smith,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
258,John,Minker,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
259,Sarah,Jimenez,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,M,Store Full Time Staf,Store Permanent Stockers,Monthly
260,Darwin,Malaby,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4800,M,Store Full Time Staf,Store Permanent Stockers,Monthly
261,Pamela,Caldwell,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,3700,M,Store Full Time Staf,Store Permanent Stockers,Monthly
262,Roger,Tinder,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,6500,F,Store Full Time Staf,Store Permanent Stockers,Monthly
263,Joseph,Kropff,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,5200,F,Store Full Time Staf,Store Permanent Stockers,Monthly
264,Mimi,Worsham,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4650,F,Store Full Time Staf,Store Permanent Stockers,Monthly
265,Ruth,Bernal,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4550,F,Store Full Time Staf,Store Permanent Stockers,Monthly
266,Yolanda,Zimmerman,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,M,Store Full Time Staf,Store Permanent Stockers,Monthly
267,Sandra,Evans,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4700,F,Store Full Time Staf,Store Permanent Stockers,Monthly
268,Virginia,Bowman,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4500,M,Store Full Time Staf,Store Permanent Stockers,Monthly
269,Mary,Coleman,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,F,Store Full Time Staf,Store Permanent Stockers,Monthly
270,Kevin,Chrisulis,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4600,M,Store Full Time Staf,Store Permanent Stockers,Monthly
271,Lee,Whitcomb,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
272,Brian,Turcios,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
273,Jennifer,Confetti,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
274,Geneva,Takemura,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
275,Lynn,Campbell,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
276,Nina,Smith,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
277,Darrell,Vuong,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
278,Eric,Abbott,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
279,Doris,Liff,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
280,John,Steinberg,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
281,Jerry,Megel,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
282,John,Styles,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
283,Shirley,Head,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
284,James,Story,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
285,Jean,Boone,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
286,Ralph,Mccoy,12,Store Assistant Manager,11,19321224 00:00:00,19970101 00:00:00,13000,F,Store Management,Store Management,Monthly
287,Anne,Tuck,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,8900,F,Store Management,Store Management,Monthly
288,Joy,Sincich,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,8200,F,Store Management,Store Management,Monthly
289,Bertha,Jameson,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,7000,F,Store Management,Store Management,Monthly
290,Charles,Sanchez,19,Store Permanent Butcher,19,19601210 00:00:00,19970101 00:00:00,8500,M,Store Full Time Staf,Store Permanent Butchers,Monthly
291,Wanda,Parks,19,Store Permanent Butcher,19,19601210 00:00:00,19970101 00:00:00,8500,M,Store Full Time Staf,Store Permanent Butchers,Monthly
292,Nathan,Vij,14,Store Information Systems,14,19420601 00:00:00,19970101 00:00:00,9000,M,Store Full Time Staf,Store Information Systems,Monthly
293,Corinne,Zugschwert,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,M,Store Full Time Staf,Store Permanent Checkers,Monthly
294,Michelle,Adams,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,F,Store Full Time Staf,Store Permanent Checkers,Monthly
295,Donahue,Steen,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,M,Store Full Time Staf,Store Permanent Checkers,Monthly
296,John,Baker,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,F,Store Full Time Staf,Store Permanent Checkers,Monthly
297,Keith,Pearl,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8000,F,Store Full Time Staf,Store Permanent Checkers,Monthly
298,Sarah,Roundtree,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,F,Store Full Time Staf,Store Permanent Checkers,Monthly
299,Lawrence,Bollin,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,F,Store Full Time Staf,Store Permanent Checkers,Monthly
300,Fred,Hopkins,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,M,Store Full Time Staf,Store Permanent Checkers,Monthly
301,Caroline,Vicknair,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,F,Store Full Time Staf,Store Permanent Checkers,Monthly
302,Nancy,McPhearson,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7900,F,Store Full Time Staf,Store Permanent Checkers,Monthly
303,Anna,Albright,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,M,Store Full Time Staf,Store Permanent Checkers,Monthly
304,Phyllis,Thomas,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,M,Store Full Time Staf,Store Permanent Checkers,Monthly
305,Tina,Perko,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,F,Store Full Time Staf,Store Permanent Checkers,Monthly
306,Jane,McCarty,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,M,Store Full Time Staf,Store Permanent Checkers,Monthly
307,Scot,Bent,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8100,F,Store Full Time Staf,Store Permanent Checkers,Monthly
308,Pat,Chambers,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
309,Stanley,Bellifa,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
310,Samuel,Johnson,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
311,Janice,Vrins,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
312,Christinia,Mcdonald,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
313,Ole,Weldon,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
314,Ruth,Choin,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
315,Sharon,Crow,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
316,Robert,Avalos,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
317,Eric,Jacobsen,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
318,Pamela,Castro,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
319,Sylvia,Caldwell,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
320,Russell,Reed,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
321,Victor,Kelley,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
322,Damon,Taylor,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
323,Rebecca,Robinson,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
324,Andrea,Thomsen,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,M,Store Full Time Staf,Store Temporary Checkers,Hourly
325,Douglas,Baldwin,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
326,Ian,Yuhasz,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,F,Store Full Time Staf,Store Permanent Stockers,Monthly
327,Jovita,Carmody,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4800,F,Store Full Time Staf,Store Permanent Stockers,Monthly
328,Lynn,Gonzales,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,3700,M,Store Full Time Staf,Store Permanent Stockers,Monthly
329,Phyllis,Allen,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,6500,F,Store Full Time Staf,Store Permanent Stockers,Monthly
330,Johnny,Caprio,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4300,F,Store Full Time Staf,Store Permanent Stockers,Monthly
331,Lanna,Slaven,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,5200,M,Store Full Time Staf,Store Permanent Stockers,Monthly
332,Fred,Ortiz,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4650,M,Store Full Time Staf,Store Permanent Stockers,Monthly
333,John,Beaver,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4550,F,Store Full Time Staf,Store Permanent Stockers,Monthly
334,Albert,Rhodes,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,F,Store Full Time Staf,Store Permanent Stockers,Monthly
335,Scott,Kaffer,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4200,F,Store Full Time Staf,Store Permanent Stockers,Monthly
336,Jennifer,Bales,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4700,M,Store Full Time Staf,Store Permanent Stockers,Monthly
337,Louis,Stotka,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4500,F,Store Full Time Staf,Store Permanent Stockers,Monthly
338,Sandra,Maynard,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,M,Store Full Time Staf,Store Permanent Stockers,Monthly
339,Gracia,Tuell,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4600,F,Store Full Time Staf,Store Permanent Stockers,Monthly
340,Timothy,Burnett,17,Store Permanent Stocker,17,19140202 00:00:00,19960101 00:00:00,4400,F,Store Full Time Staf,Store Permanent Stockers,Monthly
341,James,Haugh,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
342,Paula,Moberly,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
343,Eric,Meyer,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
344,Gloria,Orona,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
345,Ruth,Warmack,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
346,Joanna,Wall,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
347,Sabria,Appelbaum,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
348,Jeffrey,Kung,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
349,Gloria,Wilson,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
350,Phyllis,Tuffield,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
351,Patricia,Ping,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
352,David,Shepard,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
353,James,Bailey,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
354,Susan,Chestnut,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
355,Delia,Toone,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
356,Thomas,Armstrong,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
357,Mary,Billstrom,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,M,Store Temp Staff,Store Temporary Stockers,Hourly
358,Robert,Stotka,18,Store Temporary Stocker,18,19140202 00:00:00,19960101 00:00:00,20,F,Store Temp Staff,Store Temporary Stockers,Hourly
359,Danielle,Johnson,12,Store Assistant Manager,11,19720512 00:00:00,19930501 00:00:00,8000,F,Store Management,Store Management,Monthly
360,Bonnie,Lepro,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,M,Store Full Time Staf,Store Permanent Checkers,Monthly
361,Carol,Elliott,16,Store Temporary Checker,16,19140202 00:00:00,19960101 00:00:00,20,F,Store Full Time Staf,Store Temporary Checkers,Hourly
362,Shanay,Steelman,12,Store Assistant Manager,11,19321224 00:00:00,19970101 00:00:00,13000,F,Store Management,Store Management,Monthly
363,Frances,Adams,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,8900,F,Store Management,Store Management,Monthly
364,Alma,Poorbaugh,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,8200,F,Store Management,Store Management,Monthly
365,Neal,Hasty,13,Store Shift Supervisor,11,19610924 00:00:00,19970101 00:00:00,7000,F,Store Management,Store Management,Monthly
366,Steven,Betsekas,19,Store Permanent Butcher,19,19601210 00:00:00,19970101 00:00:00,8500,M,Store Full Time Staf,Store Permanent Butchers,Monthly
367,Arvid,Ziegler,19,Store Permanent Butcher,19,19601210 00:00:00,19970101 00:00:00,8500,F,Store Full Time Staf,Store Permanent Butchers,Monthly
368,Ann,Weyerhaeuser,14,Store Information Systems,14,19420601 00:00:00,19970101 00:00:00,9000,F,Store Full Time Staf,Store Information Systems,Monthly
369,Dorothy,Robinson,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,F,Store Full Time Staf,Store Permanent Checkers,Monthly
370,June,Brunner,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,M,Store Full Time Staf,Store Permanent Checkers,Monthly
371,Judith,Frazier,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,M,Store Full Time Staf,Store Permanent Checkers,Monthly
372,Michelle,Rector,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,8200,M,Store Full Time Staf,Store Permanent Checkers,Monthly
373,Mari,Caldwell,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,7000,F,Store Full Time Staf,Store Permanent Checkers,Monthly
374,Linda,Gonzales,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6800,F,Store Full Time Staf,Store Permanent Checkers,Monthly
375,Alan,Monitor,15,Store Permanent Checker,15,19140202 00:00:00,19960101 00:00:00,6700,F,Store Full Time Staf,Store Permanent Checkers,Monthly
